Key,Virtual Compound Preferred Name,EUbOPEN Compound ID,Compound SMILES,Compound InChi Key,Protein Family,Target ID,NCBI Gene ID,UniProt ID,Synonyms,Mode of Action,Negative Control (In Case of Probe),Affinity Biochemical (nM),Affinity Biochemical Definition,Affinity Biochemical Assay Type,Affinity Biochemical Source Knowledge,Affinity Biochemical Relation,Affinity On-target Cellular (nM),Affinity On-target Cellular Definition,Affinity On-target Cellular Assay Type,Affinity on-target cellular Source Knowledge,Affinity On-target Cellular Relation,Selectivity Number of Off-targets,Selectivity Platform,Selectivity Platform Number of Targets,Selectivity Remarks,Selectivity Source Knowledge,CG-Set,Recommended Concentration,,,,,,,EUB0000366a
EUB0001113a_BRDT@BD2,GSK973,EUB0001113a,[H][C@@]12COC[C@@]2([H])[C@@H]1NC(c1cc(C(NC)=O)c2c(c1)[C@H](c1ccccc1)[C@@H](CF)O2)=O,WZQLVEPIBAOOGF-RMMWZPCPSA-N,Bromodomain,BRDT@BD2,676,Q58F21,"BRD6, CT9",Inhibitor,GSK943,39.8,IC50,BET mutant TR-FRET assay (BD2),https://pubs.acs.org/doi/10.1021/acsmedchemlett.0c00247,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): pKd(TAF1, BD2) = 6.4, pKd(TAF1L, BD2) = 5.7, pKd(BRD9) = 5.7, pKd(CECR2) = 5.5, pKd(BAZ2A) = 5.5, pKd(BAZ2B) = 5.1; Selective for the BD2 domain of BET proteins; Clean in selectivity screen against 48 targets (GPCRs, ion-channels, other targets); Chemoproteomics data (3 vectors) showed excellent non BCPs selectivity; Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potencies of closest targets: Ki(DRD3) = 257.47 nM, Ki(DRD4) = 982.65 nM, Ki(DRD2) = 964.05 nM",https://pubs.acs.org/doi/10.1021/acsmedchemlett.0c00247,Epigenetic set,1 µM,,,,,,,
EUB0001114a_BRD2@BD2,GSK046,EUB0001114a,CC(Nc1c(cc(cc1F)C(N[C@H]1CC[C@@H](CC1)O)=O)O[C@@H](C)c1ccccc1)=O,FRBRZGLUFOZRGD-JVPBZIDWSA-N,Bromodomain,BRD2@BD2,6046,P25440,"KIAA9001, RING3, D6S113E, NAT, FSRG1",Inhibitor,No control available for probe,251,IC50,BET mutant TR-FRET assay (BD2),https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00605,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): Kd(BRD2, BD1) = 1621 nM, Kd(BRD2, BD2) = 35 nM (64-fold selective), Kd(BRD3, BD1) = 2082 nM, Kd(BRD3, BD2) = 32 nM (63-fold selective), Kd(BRD4, BD1) = 769 nM, Kd(BRD4, BD2) = 9 nM (85-fold selective), Kd(BRDT, BD1) = 2454 nM, Kd(BRDT, BD2) = 15 nM (164-fold selective); In-vitro potencies (SPR measurements): Kd(BRD4, BD1) >10 µM, Kd(BRD4, BD2) = 30 nM, excellent selectivity against other BCPs, Kd >30 µM for TAF1(BD2), BRD9, TAF1L(BD2), BAZ2A, CECR2, BAZ2B; Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potency of closest target: Ki(HTR1D) = 3438.75 nM",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00605,Epigenetic set,1 µM,,,,,,,
EUB0001114a_BRD3@BD2,GSK046,EUB0001114a,CC(Nc1c(cc(cc1F)C(N[C@H]1CC[C@@H](CC1)O)=O)O[C@@H](C)c1ccccc1)=O,FRBRZGLUFOZRGD-JVPBZIDWSA-N,Bromodomain,BRD3@BD2,8019,Q15059,"RING3L, ORFX, KIAA0043",Inhibitor,No control available for probe,100,IC50,BET mutant TR-FRET assay (BD2),https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00605,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): Kd(BRD2, BD1) = 1621 nM, Kd(BRD2, BD2) = 35 nM (64-fold selective), Kd(BRD3, BD1) = 2082 nM, Kd(BRD3, BD2) = 32 nM (63-fold selective), Kd(BRD4, BD1) = 769 nM, Kd(BRD4, BD2) = 9 nM (85-fold selective), Kd(BRDT, BD1) = 2454 nM, Kd(BRDT, BD2) = 15 nM (164-fold selective); In-vitro potencies (SPR measurements): Kd(BRD4, BD1) >10 µM, Kd(BRD4, BD2) = 30 nM, excellent selectivity against other BCPs, Kd >30 µM for TAF1(BD2), BRD9, TAF1L(BD2), BAZ2A, CECR2, BAZ2B; Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potency of closest target: Ki(HTR1D) = 3438.75 nM",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00605,Epigenetic set,1 µM,,,,,,,
EUB0001114a_BRD4@BD2,GSK046,EUB0001114a,CC(Nc1c(cc(cc1F)C(N[C@H]1CC[C@@H](CC1)O)=O)O[C@@H](C)c1ccccc1)=O,FRBRZGLUFOZRGD-JVPBZIDWSA-N,Bromodomain,BRD4@BD2,23476,O60885,"HUNKI, MCAP, CAP, HUNK1",Inhibitor,No control available for probe,50,IC50,BET mutant TR-FRET assay (BD2),https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00605,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): Kd(BRD2, BD1) = 1621 nM, Kd(BRD2, BD2) = 35 nM (64-fold selective), Kd(BRD3, BD1) = 2082 nM, Kd(BRD3, BD2) = 32 nM (63-fold selective), Kd(BRD4, BD1) = 769 nM, Kd(BRD4, BD2) = 9 nM (85-fold selective), Kd(BRDT, BD1) = 2454 nM, Kd(BRDT, BD2) = 15 nM (164-fold selective); In-vitro potencies (SPR measurements): Kd(BRD4, BD1) >10 µM, Kd(BRD4, BD2) = 30 nM, excellent selectivity against other BCPs, Kd >30 µM for TAF1(BD2), BRD9, TAF1L(BD2), BAZ2A, CECR2, BAZ2B; Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potency of closest target: Ki(HTR1D) = 3438.75 nM",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00605,Epigenetic set,1 µM,,,,,,,
EUB0001114a_BRDT@BD2,GSK046,EUB0001114a,CC(Nc1c(cc(cc1F)C(N[C@H]1CC[C@@H](CC1)O)=O)O[C@@H](C)c1ccccc1)=O,FRBRZGLUFOZRGD-JVPBZIDWSA-N,Bromodomain,BRDT@BD2,676,Q58F21,"BRD6, CT9",Inhibitor,No control available for probe,200,IC50,BET mutant TR-FRET assay (BD2),https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00605,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): Kd(BRD2, BD1) = 1621 nM, Kd(BRD2, BD2) = 35 nM (64-fold selective), Kd(BRD3, BD1) = 2082 nM, Kd(BRD3, BD2) = 32 nM (63-fold selective), Kd(BRD4, BD1) = 769 nM, Kd(BRD4, BD2) = 9 nM (85-fold selective), Kd(BRDT, BD1) = 2454 nM, Kd(BRDT, BD2) = 15 nM (164-fold selective); In-vitro potencies (SPR measurements): Kd(BRD4, BD1) >10 µM, Kd(BRD4, BD2) = 30 nM, excellent selectivity against other BCPs, Kd >30 µM for TAF1(BD2), BRD9, TAF1L(BD2), BAZ2A, CECR2, BAZ2B; Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potency of closest target: Ki(HTR1D) = 3438.75 nM",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00605,Epigenetic set,1 µM,,,,,,,
EUB0001115a_BRD2@BD1,GSK778,EUB0001115a,Cc1c(c2cc3c(cc2OC[C@H]2CCNC2)c2c(cn3)nc(COC)n2[C@H](C)c2ccccc2)c(C)on1,ZORLJXWXFABTPZ-CTNGQTDRSA-N,Bromodomain,BRD2@BD1,6046,P25440,"KIAA9001, RING3, D6S113E, NAT, FSRG1",Inhibitor,No control available for probe,79,IC50,BET mutant TR-FRET assay (BD1),https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00566,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): Kd(BRD2, BD1) = 13 nM, Kd(BRD3, BD1) = 5 nM, Kd(BRD4, BD1) = 5.9 nM, Kd(BRDT, BD1) = 18 nM; Selectivity screen against 50 targets (GPCRs, ion-channels, other targets), in-vitro potencies of closest targets: pIC50(CHRNA1) = 6, pIC50(CYP3A4) = 6; Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potencies of closest targets: Ki(DRD3) = 485.92 nM, Ki(DRD4) = 856.99 nM, Ki(GABAA) = 1595.89 nM, Ki(GABAA/BZP) = 1970.29 nM",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00566,Epigenetic set,1 µM,,,,,,,
EUB0001115a_BRD3@BD1,GSK778,EUB0001115a,Cc1c(c2cc3c(cc2OC[C@H]2CCNC2)c2c(cn3)nc(COC)n2[C@H](C)c2ccccc2)c(C)on1,ZORLJXWXFABTPZ-CTNGQTDRSA-N,Bromodomain,BRD3@BD1,8019,Q15059,"RING3L, ORFX, KIAA0043",Inhibitor,No control available for probe,40,IC50,BET mutant TR-FRET assay (BD1),https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00566,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): Kd(BRD2, BD1) = 13 nM, Kd(BRD3, BD1) = 5 nM, Kd(BRD4, BD1) = 5.9 nM, Kd(BRDT, BD1) = 18 nM; Selectivity screen against 50 targets (GPCRs, ion-channels, other targets), in-vitro potencies of closest targets: pIC50(CHRNA1) = 6, pIC50(CYP3A4) = 6; Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potencies of closest targets: Ki(DRD3) = 485.92 nM, Ki(DRD4) = 856.99 nM, Ki(GABAA) = 1595.89 nM, Ki(GABAA/BZP) = 1970.29 nM",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00566,Epigenetic set,1 µM,,,,,,,
EUB0001115a_BRD4@BD1,GSK778,EUB0001115a,Cc1c(c2cc3c(cc2OC[C@H]2CCNC2)c2c(cn3)nc(COC)n2[C@H](C)c2ccccc2)c(C)on1,ZORLJXWXFABTPZ-CTNGQTDRSA-N,Bromodomain,BRD4@BD1,23476,O60885,"HUNKI, MCAP, CAP, HUNK1",Inhibitor,No control available for probe,40,IC50,BET mutant TR-FRET assay (BD1),https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00566,0,50.1,IC50,NanoBRET assay (nanoluciferase-BRD4 fusion protein in HEK293 cells),https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00566,0,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): Kd(BRD2, BD1) = 13 nM, Kd(BRD3, BD1) = 5 nM, Kd(BRD4, BD1) = 5.9 nM, Kd(BRDT, BD1) = 18 nM; Selectivity screen against 50 targets (GPCRs, ion-channels, other targets), in-vitro potencies of closest targets: pIC50(CHRNA1) = 6, pIC50(CYP3A4) = 6; Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potencies of closest targets: Ki(DRD3) = 485.92 nM, Ki(DRD4) = 856.99 nM, Ki(GABAA) = 1595.89 nM, Ki(GABAA/BZP) = 1970.29 nM",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00566,Epigenetic set,1 µM,,,,,,,
EUB0001115a_BRDT@BD1,GSK778,EUB0001115a,Cc1c(c2cc3c(cc2OC[C@H]2CCNC2)c2c(cn3)nc(COC)n2[C@H](C)c2ccccc2)c(C)on1,ZORLJXWXFABTPZ-CTNGQTDRSA-N,Bromodomain,BRDT@BD1,676,Q58F21,"BRD6, CT9",Inhibitor,No control available for probe,158,IC50,BET mutant TR-FRET assay (BD1),https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00566,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): Kd(BRD2, BD1) = 13 nM, Kd(BRD3, BD1) = 5 nM, Kd(BRD4, BD1) = 5.9 nM, Kd(BRDT, BD1) = 18 nM; Selectivity screen against 50 targets (GPCRs, ion-channels, other targets), in-vitro potencies of closest targets: pIC50(CHRNA1) = 6, pIC50(CYP3A4) = 6; Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potencies of closest targets: Ki(DRD3) = 485.92 nM, Ki(DRD4) = 856.99 nM, Ki(GABAA) = 1595.89 nM, Ki(GABAA/BZP) = 1970.29 nM",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00566,Epigenetic set,1 µM,,,,,,,
EUB0001116a_BRD2@BD1,GSK789,EUB0001116a,CC1=Cc2c(cnc(c2NC1=O)N[C@@H]1CCN(C)C[C@H]1C(NC1CCCCC1)=O)c1ccco1,NDEORODKVUYMFQ-NHCUHLMSSA-N,Bromodomain,BRD2@BD1,6046,P25440,"KIAA9001, RING3, D6S113E, NAT, FSRG1",Inhibitor,GSK791,100,IC50,BET mutant TR-FRET assay (BD1),https://pubmed.ncbi.nlm.nih.gov/32691589/,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): pKd(TAF1, BD2) = 7.3, pKd(TAF1L, BD2) = 6.4, selective for the BD1 domain of BET proteins; Follow-up of closest targets (FRET assay): pIC50(TAF1, BD1) = 5.0 ± 0.1, n = 3 (BRD4, BD1 selectivity = 500-fold); Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potency of closest target: Ki(DRD4) = 1013.12 nM",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00614,Epigenetic set,1 µM,,,,,,,
EUB0001116a_BRD3@BD1,GSK789,EUB0001116a,CC1=Cc2c(cnc(c2NC1=O)N[C@@H]1CCN(C)C[C@H]1C(NC1CCCCC1)=O)c1ccco1,NDEORODKVUYMFQ-NHCUHLMSSA-N,Bromodomain,BRD3@BD1,8019,Q15059,"RING3L, ORFX, KIAA0043",Inhibitor,GSK791,158,IC50,BET mutant TR-FRET assay (BD1),https://pubmed.ncbi.nlm.nih.gov/32691589/,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): pKd(TAF1, BD2) = 7.3, pKd(TAF1L, BD2) = 6.4, selective for the BD1 domain of BET proteins; Follow-up of closest targets (FRET assay): pIC50(TAF1, BD1) = 5.0 ± 0.1, n = 3 (BRD4, BD1 selectivity = 500-fold); Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potency of closest target: Ki(DRD4) = 1013.12 nM",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00614,Epigenetic set,1 µM,,,,,,,
EUB0001116a_BRD4@BD1,GSK789,EUB0001116a,CC1=Cc2c(cnc(c2NC1=O)N[C@@H]1CCN(C)C[C@H]1C(NC1CCCCC1)=O)c1ccco1,NDEORODKVUYMFQ-NHCUHLMSSA-N,Bromodomain,BRD4@BD1,23476,O60885,"HUNKI, MCAP, CAP, HUNK1",Inhibitor,GSK791,32,IC50,BET mutant TR-FRET assay (BD1),https://pubmed.ncbi.nlm.nih.gov/32691589/,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): pKd(TAF1, BD2) = 7.3, pKd(TAF1L, BD2) = 6.4, selective for the BD1 domain of BET proteins; Follow-up of closest targets (FRET assay): pIC50(TAF1, BD1) = 5.0 ± 0.1, n = 3 (BRD4, BD1 selectivity = 500-fold); Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potency of closest target: Ki(DRD4) = 1013.12 nM",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00614,Epigenetic set,1 µM,,,,,,,
EUB0001116a_BRDT@BD1,GSK789,EUB0001116a,CC1=Cc2c(cnc(c2NC1=O)N[C@@H]1CCN(C)C[C@H]1C(NC1CCCCC1)=O)c1ccco1,NDEORODKVUYMFQ-NHCUHLMSSA-N,Bromodomain,BRDT@BD1,676,Q58F21,"BRD6, CT9",Inhibitor,GSK791,631,IC50,BET mutant TR-FRET assay (BD1),https://pubmed.ncbi.nlm.nih.gov/32691589/,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): pKd(TAF1, BD2) = 7.3, pKd(TAF1L, BD2) = 6.4, selective for the BD1 domain of BET proteins; Follow-up of closest targets (FRET assay): pIC50(TAF1, BD1) = 5.0 ± 0.1, n = 3 (BRD4, BD1 selectivity = 500-fold); Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potency of closest target: Ki(DRD4) = 1013.12 nM",https://pubs.acs.org/doi/10.1021/acs.jmedchem.0c00614,Epigenetic set,1 µM,,,,,,,
EUB0001117a_BRDT@BD2,GSK620,EUB0001117a,CNC(C1=CC(=CN(Cc2ccccc2)C1=O)C(NC1CC1)=O)=O,QZZCUOVXHPAQRQ-UHFFFAOYSA-N,Bromodomain,BRDT@BD2,676,Q58F21,"BRD6, CT9",Inhibitor,No control available for probe,200,IC50,BET mutant TR-FRET assay (BD2),https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSK620,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): pKd(TAF1, BD2) = 5.4, pKd(EP300) = 5.1, pKd(CREBBP) = 5.0, pKd(EP300) = 5.1; Cross screening in liability panel against 48 targets (GPCRs, transporter, ion-channels, and other targets), closest target: pEC50(CB2 receptor)",https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSK620,Epigenetic set,1 µM,,,,,,,
EUB0001117a_BRD2@BD2,GSK620,EUB0001117a,CNC(C1=CC(=CN(Cc2ccccc2)C1=O)C(NC1CC1)=O)=O,QZZCUOVXHPAQRQ-UHFFFAOYSA-N,Bromodomain,BRD2@BD2,6046,P25440,"KIAA9001, RING3, D6S113E, NAT, FSRG1",Inhibitor,No control available for probe,316,IC50,BET mutant TR-FRET assay (BD2),https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSK620,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): pKd(TAF1, BD2) = 5.4, pKd(EP300) = 5.1, pKd(CREBBP) = 5.0, pKd(EP300) = 5.1; Cross screening in liability panel against 48 targets (GPCRs, transporter, ion-channels, and other targets), closest target: pEC50(CB2 receptor)",https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSK620,Epigenetic set,1 µM,,,,,,,
EUB0001117a_BRD3@BD2,GSK620,EUB0001117a,CNC(C1=CC(=CN(Cc2ccccc2)C1=O)C(NC1CC1)=O)=O,QZZCUOVXHPAQRQ-UHFFFAOYSA-N,Bromodomain,BRD3@BD2,8019,Q15059,"RING3L, ORFX, KIAA0043",Inhibitor,No control available for probe,79,IC50,BET mutant TR-FRET assay (BD2),https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSK620,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): pKd(TAF1, BD2) = 5.4, pKd(EP300) = 5.1, pKd(CREBBP) = 5.0, pKd(EP300) = 5.1; Cross screening in liability panel against 48 targets (GPCRs, transporter, ion-channels, and other targets), closest target: pEC50(CB2 receptor)",https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSK620,Epigenetic set,1 µM,,,,,,,
EUB0001117a_BRD4@BD2,GSK620,EUB0001117a,CNC(C1=CC(=CN(Cc2ccccc2)C1=O)C(NC1CC1)=O)=O,QZZCUOVXHPAQRQ-UHFFFAOYSA-N,Bromodomain,BRD4@BD2,23476,O60885,"HUNKI, MCAP, CAP, HUNK1",Inhibitor,No control available for probe,97,IC50,BET mutant TR-FRET assay (BD2),https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSK620,0,,,,,,0,BROMOScan (DiscoverX),40,"In-vitro potencies of closest targets in BROMOScan (DiscoverX): pKd(TAF1, BD2) = 5.4, pKd(EP300) = 5.1, pKd(CREBBP) = 5.0, pKd(EP300) = 5.1; Cross screening in liability panel against 48 targets (GPCRs, transporter, ion-channels, and other targets), closest target: pEC50(CB2 receptor)",https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/GSK620,Epigenetic set,1 µM,,,,,,,
EUB0001118a_SMARCA2@BRD,SGC-SMARCA-BRDVIII,EUB0001118a,OC1=CC=CC=C1C2=CC(N3CCN(C(OC(C)(C)C)=O)CC3)=C(N)N=N2,AQTNUGRRZDRZIA-UHFFFAOYSA-N,Bromodomain,SMARCA2@BRD,6595,P51531,"BAF190, hSNF2a, hBRM, Sth1p, SNF2LA, BRM, SNF2, SWI2",Inhibitor,SGC-BRDVIII-NC,35,Kd,ITC,https://www.thesgc.org/chemical-probes/SGC-SMARCA-BRDVIII,0,,,,,,0,Bromodomain panel (DSF assays),25,"Screened at 20 µM, dTm(SMARCA2) = 7.7 K, dTm(SMARCA4) = 7.4 K, dTm(PBRM1,BD5) = 11.3 K, other targets",https://www.thesgc.org/chemical-probes/SGC-SMARCA-BRDVIII,Epigenetic set,1 µM,,,,,,,
EUB0001118a_SMARCA4@BRD,SGC-SMARCA-BRDVIII,EUB0001118a,OC1=CC=CC=C1C2=CC(N3CCN(C(OC(C)(C)C)=O)CC3)=C(N)N=N2,AQTNUGRRZDRZIA-UHFFFAOYSA-N,Bromodomain,SMARCA4@BRD,6597,P51532,"hSNF2b, BRG1, BAF190, SNF2, SWI2, SNF2-BETA, SNF2LB, FLJ39786",Inhibitor,SGC-BRDVIII-NC,36,Kd,ITC,https://www.thesgc.org/chemical-probes/SGC-SMARCA-BRDVIII,0,,,,,,0,Bromodomain panel (DSF assays),25,"Screened at 20 µM, dTm(SMARCA2) = 7.7 K, dTm(SMARCA4) = 7.4 K, dTm(PBRM1,BD5) = 11.3 K, other targets",https://www.thesgc.org/chemical-probes/SGC-SMARCA-BRDVIII,Epigenetic set,1 µM,,,,,,,
EUB0001118a_PBRM1@BRD,SGC-SMARCA-BRDVIII,EUB0001118a,OC1=CC=CC=C1C2=CC(N3CCN(C(OC(C)(C)C)=O)CC3)=C(N)N=N2,AQTNUGRRZDRZIA-UHFFFAOYSA-N,Bromodomain,PBRM1@BRD,55193,Q86U86,"BAF180, PB1",Inhibitor,SGC-BRDVIII-NC,13,Kd,ITC,https://www.thesgc.org/chemical-probes/SGC-SMARCA-BRDVIII,0,,,,,,0,Bromodomain panel (DSF assays),25,"Screened at 20 µM, dTm(SMARCA2) = 7.7 K, dTm(SMARCA4) = 7.4 K, dTm(PBRM1,BD5) = 11.3 K, other targets",https://www.thesgc.org/chemical-probes/SGC-SMARCA-BRDVIII,Epigenetic set,1 µM,,,,,,,
EUB0001120a_GLS,A-446,EUB0001120a,C(C(Nc1nnc(N2C[C@H]3C[C@@H]2CN3c2cccnn2)s1)=O)c1ccccc1,DLNFTRSEHUWEGO-HUUCEWRRSA-N,,GLS,2744,O94925,"GLS, GLS1, KIAA0838",Inhibitor,A-426,31,IC50,GLS Enzyme activity assay,https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/A-446,0,10.5,IC50,CTG assay in A549 cells,https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/A-446,0,0,GPCR panel (PDSD screen),45,"Screened at 10 µM against 45 GPCRs (PDSP screen), in-vitro potency of closest targets: Ki(HTR7) >10 µM, Ki(GABA/PBR) >10 µM, Ki(HTR1D) = 6453.57 nM; Selectivity within target family (GLS2 enzyme activity assay): IC50 >30 µM (> 1000 fold); Selectivity outside target family (probe selectivity observed in Proteome Integral Stability Assay): closest targets in CEREP binding assay at 10 μM (percent inhibition of control specific binding): ADORA3 (agonist radioligand) = 76.6%, CHRM1 (antagonist radioligand) = 92.6%, CHRM2 (antagonist radioligand) = 71.5%",https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/A-446,Other targets set,100 nM,,,,,,,
EUB0001121a_CCR1,BAY-3153,EUB0001121a,CCOc1cc(ccc1[Cl])N1C2CN(CC1COC2)C([C@H]1C[C@@H](CN1c1ccc(cc1)[Cl])O)=O,LZSPYTNDRPEZBK-OXYJHPMESA-N,GPCR,CCR1,1230,P32246,"CKR-1, MIP1aR, CD191",Antagonist,BAY-173,,,,,,3,IC50,CCR1 cellular Ca2+-flux assay (using calcium-optimized stable cell line #HTS005C),https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-3153,0,0,GPCR panel (PDSP screen),45,"Screened at 10 µM, in-vitro potencies of closest targets: Ki(TMEM97) = 1476.05 nM, Ki(SIGMAR1) = 1828.52 nM, Ki(GABA/PBR) = 1805.52 nM, Ki(OPRK1) = 3005.38 nM; Screened in enzymatic assays against other CCR family members: inactive on hCCR3, IC50(hCCR2) >30 µM, IC50(hCCR4) >30 µM, IC50(hCCR%) >30 µM, IC50(hCCR6) >30 µM, IC50(hCCR7) >30 µM, IC50(hCCR8) >30 µM, IC50(hCCR9) >30 µM, IC50(hCCR10) >30 µM, IC50(hCXCR1) >30 µM, IC50(hCXCR2) >30 µM, IC50(hCXCR3) >30 µM, IC50(hCXCR4) >30 µM,  IC50(hCXCR5) >30 µM",https://www.sgc-ffm.uni-frankfurt.de/#!specificprobeoverview/BAY-3153,GPCR set,100 nM,,,,,,,
EUB0001122a_WDR5,Homer,EUB0001122a,CC1=C(C2=CC=C(CNC([C@@H]3C[C@@H](O)CN3C([C@H](C(C)(C)C)NC(CCCCNC(C4=CC=C(C5=CC=C(N6CCN(C)CC6)C(NC(C7=CNC(C=C7C(F)(F)F)=O)=O)=C5)C=C4)=O)=O)=O)=O)C=C2)SC=N1,OFNZESNEBSQKSE-BQGOKDIQSA-N,,WDR5,11091,P61964,"SWD3, CFAP89","PROTAC, degrader",nc_WDR5 and nc_VHL,18,Kd,ITC,https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c00146,0,53,DC50,HiBit assay (WDR5 degradation in MV4-11 cells),https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c00146,0,,Proteomics,,"Screened at 1 µM in quantitative proteomic studies, clean selectivty profile",https://pubs.acs.org/doi/10.1021/acs.jmedchem.1c00146,Epigenetic set,1 µM,,,,,,,
